timestamp,feature_1,feature_2,feature_3,feature_4,target
2023-01-01 00:00:00,4.967141530112327,6.9967771829300105,-2.0255348249231444,-13.354652905141737,2.0260042906547664
2023-01-01 01:00:00,-1.3826430117118464,4.623168414563844,-0.4335560121465535,-6.022695075456514,0.47863729046013104
2023-01-01 02:00:00,6.476885381006925,0.29815184960087066,-2.3772597629998837,-2.8952387339515098,2.0207128562666985
2023-01-01 03:00:00,15.230298564080254,-3.2346838885278695,-0.9238845889171208,13.213813601381332,4.394783137361908
2023-01-01 04:00:00,-2.3415337472333597,3.4911165680679495,-5.680844000861357,3.8958718717363072,-1.3710951738372446
2023-01-01 05:00:00,-2.3413695694918055,1.9674269271087481,0.6398811221188156,-9.34837098369924,0.2836417884215387
2023-01-01 06:00:00,15.792128155073915,4.4759661001386615,0.0036164260866727105,3.402254025923459,2.928440034947131
2023-01-01 07:00:00,7.674347291529088,3.1758590084098475,-2.451265893204572,-10.831127922568559,2.3075914367768853
2023-01-01 08:00:00,-4.694743859349521,5.247763576596675,1.9777370052972152,7.5788373772095134,-0.8471442849370658
2023-01-01 09:00:00,5.425600435859646,-2.6761760578028397,2.8127104128796754,-3.2978725627251504,1.7257717452685641
2023-01-01 10:00:00,-4.634176928124623,6.5869703281716285,-4.822679593106923,-0.655453321174196,-0.050228160126191926
2023-01-01 11:00:00,-4.657297535702568,0.9879980234619983,-2.288174335698643,9.28057653279533,-2.605152709874657
2023-01-01 12:00:00,2.419622715660341,10.376304363126327,-2.3074270493618947,-9.01014498008975,1.8161545615063526
2023-01-01 13:00:00,-19.13280244657798,-3.4459390904478395,-2.819709303326594,-9.77982729579094,-6.230348542515555
2023-01-01 14:00:00,-17.249178325130327,8.679819015826247,2.4884245257952453,-4.085195284422034,-3.5178570362384045
2023-01-01 15:00:00,-5.622875292409727,0.9895539173132389,-0.5814784163184106,7.268651957135216,-2.068075913896017
